ingredient_id,paper_key,pmid,doi,title,journal,publication_date,publication_types,sources,evidence_tier,evidence_kind,relation_scope,applicability,primary_status,all_statuses,mapped_effect_ids,new_effect_candidates,directions,statistical_support,correction_flag,full_text_status,evidence_spans,status_scope,review_status,runtime_score_change,policy_version
peg_100_stearate,PMID:39282719,39282719,10.1111/ics.13023,Development and characterization of topical formulation for maintenance therapy containing sorbitan monostearate with and without PEG‐100‐stearate,International Journal of Cosmetic Science,2025-04,journal-article,crossref|pubmed,6,animal,title_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
peg_100_stearate,DOI:10.1159/000049396,,10.1159/000049396,Modulation of Atopy Patch Test Reactions by Topical Treatment of Human Skin with a Fatty Acid-Rich Emollient,Skin Pharmacology and Physiology,2002,journal-article,crossref,4,human_topical_observational_or_use_test,unconfirmed,human_topical,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
peg_100_stearate,DOI:10.1080/10915810152902556,,10.1080/10915810152902556,"Final Report on the Safety Assessment of PEG-25 Propylene Glycol Stearate, PEG-75 Propylene Glycol Stearate, PEG-120 Propylene Glycol Stearate, PEG-10 Propylene Glycol, PEG-8 Propylene Glycol Cocoate, and PEG-55 Propylene Glycol Oleate",International Journal of Toxicology,2001-01,journal-article,crossref,6,animal,unconfirmed,combination_or_formulation,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
glycine,PMID:38375775,38375775,10.1093/bjd/ljae061,"Prediction, screening and characterization of novel bioactive tetrapeptide matrikines for skin rejuvenation.",The British journal of dermatology,2024-Jun-20,"Journal Article; Research Support, Non-U.S. Gov't",pubmed,3,human_topical_clinical,abstract_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,"Based on bioactivity, toxicity and protein source, we further characterized a combination of two novel peptides, GPKG (glycine-proline-lysine-glycine) and LSVD (leucine-serine-valine-aspartate), that acted in vitro to enhance the transcription of matrix -organization and cell proliferation genes and in vivo (in a short-term patch test) to promote processes associated with epithelial and dermal maintenance and remodelling.",machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
glycine,PMID:26840887,26840887,10.1002/jsfa.7606,Ingestion of bioactive collagen hydrolysates enhance facial skin moisture and elasticity and reduce facial ageing signs in a randomised double-blind placebo-controlled clinical study.,Journal of the science of food and agriculture,2016-02-10,Journal Article; Randomized Controlled Trial,pubmed,2,human_topical_rct,abstract_exact,route_mismatch,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
glycine,DOI:10.20944/preprints202401.1842.v1,,10.20944/preprints202401.1842.v1,Unlocking the Therapeutic Potential of Marine Collagen: A Scientific Exploration for Delaying Aging,,2024-01-25,Preprint,europe_pmc,7,in_vitro,abstract_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
aloe_barbadensis_leaf_juice,PMID:22134571,22134571,,Evaluation of a prescription strength 4% hydroquinone/10% L-ascorbic acid treatment system for normal to oily skin.,Journal of drugs in dermatology : JDD,2011-Dec,Clinical Trial; Journal Article,pubmed,3,human_topical_clinical,abstract_exact,human_topical,abstract_insufficient,abstract_insufficient,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
aloe_barbadensis_leaf_juice,DOI:10.12688/f1000research.15671.1,,10.12688/f1000research.15671.1,Aloe barbadensis Miller leaf exudate is a potential treatment for bovine mastitis,F1000Research,2018-08-14,journal-article,crossref,7,in_vitro,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
aloe_barbadensis_leaf_juice,DOI:10.22214/ijraset.2021.36705,,10.22214/ijraset.2021.36705,Screening of Antibacterial Efficacy of Aloe Barbadensis Miller (Aloe Vera) Using Leaf Extract against Different Bacterial Strains,International Journal for Research in Applied Science and Engineering Technology,2021-07-20,journal-article,crossref,7,in_vitro,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
cocamidopropyl_betaine,PMID:35318978,35318978,10.1097/der.0000000000000844,Allergic Contact Dermatitis of the Scalp Associated With Scalp Applied Products: A Systematic Review of Topical Allergens.,"Dermatitis : contact, atopic, occupational, drug",2022-03-22,Journal Article; Systematic Review,pubmed,1,human_topical_systematic_review,abstract_exact,human_topical,abstract_insufficient,abstract_insufficient,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
cocamidopropyl_betaine,PMID:11553115,11553115,10.1034/j.1600-0536.2001.045002072.x,Clinical allergy to cocamidopropyl betaine: reactivity to cocamidopropylamine and lack of reactivity to 3-dimethylaminopropylamine.,Contact dermatitis,2001-Aug,Journal Article,pubmed,8,review_or_reference,title_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
cocamidopropyl_betaine,PMID:38911545,38911545,10.1007/s43188-024-00243-2,"Safety assessment of cocamidopropyl betaine, a cosmetic ingredient.",Toxicological research,2024-05-21,Journal Article,pubmed,6,animal,title_exact,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
tetrasodium_glutamate_diacetate,DOI:10.1177/19458924251347727,,10.1177/19458924251347727,Topical Glutamate Diacetate: A Promising Therapy for Post-Coronavirus Disease 2019 Olfactory Dysfunction Through Calcium Modulation,American Journal of Rhinology & Allergy,2025-09,journal-article,crossref,2,human_topical_rct,unconfirmed,human_topical,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
tetrasodium_glutamate_diacetate,DOI:10.1177/030089168707300102,,10.1177/030089168707300102,Topical Administration of Tetrasodium-Mesotetraphenyl-Porphinesulfonate (TPPS): Correlation between Drug Penetration and Depth of Necrosis in Skin of Nude Mice following Red Light Irradiation,Tumori Journal,1987-02,journal-article,crossref,6,animal,unconfirmed,combination_or_formulation,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
tetrasodium_glutamate_diacetate,DOI:10.70675/b6ae10d8z5202z41e1z9d8cz96bfc99f41e0,,10.70675/b6ae10d8z5202z41e1z9d8cz96bfc99f41e0,Comparison of topical quercetin nanoformulations for skin protection,,2026-04-01,dissertation,crossref,7,in_vitro,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
hydrogenated_polyisobutene,PMID:29799810,29799810,,Reducing Facial Wrinkle Size and Increasing Skin Firmness Using Skin Care Polymers.,Journal of cosmetic science,2018,Journal Article; Randomized Controlled Trial,pubmed,2,human_topical_rct,abstract_exact,human_topical,abstract_insufficient,abstract_insufficient,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
hydrogenated_polyisobutene,PMID:19101833,19101833,10.1080/10915810802550611,Final report of the cosmetic ingredient review expert panel on the safety assessment of Polyisobutene and Hydrogenated Polyisobutene as used in cosmetics.,International journal of toxicology,2008,Journal Article,crossref|pubmed,6,animal,title_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,Hydrogenated Polyisobutene functions as a skin-conditioning agent-emollient and nonaqueous viscosity-increasing agent with a wide range of uses in cosmetic formulations.,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
hydrogenated_polyisobutene,PMID:42091564,42091564,10.5650/jos.ess25252,Friction Dynamics of Organogel-type Cosmetics.,Journal of oleo science,2026,Journal Article,pubmed,5,ex_vivo_or_artificial_skin,abstract_exact,combination_or_formulation,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
sorbitan_olivate,DOI:10.2903/j.efsa.2015.4152,,10.2903/j.efsa.2015.4152,"Scientific Opinion on the re‐evaluation of polyoxyethylene sorbitan monolaurate (E 432), polyoxyethylene sorbitan monooleate (E 433), polyoxyethylene sorbitan monopalmitate (E 434), polyoxyethylene sorbitan monostearate (E 435) and polyoxyethylene sorbitan tristearate (E 436) as food additives",EFSA Journal,2015-07,journal-article,crossref,6,animal,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
sorbitan_olivate,DOI:10.3109/10915818509078670,,10.3109/10915818509078670,"3 Final Report on the Safety Assessment of Sorbitan Stearate, Sorbitan Laurate, Sorbitan Sesquioleate, Sorbitan Oleate, Sorbitan Tristearate, Sorbitan Palmitate, and Sorbitan Trioleate",Journal of the American College of Toxicology,1985-05,journal-article,crossref,6,animal,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
sorbitan_olivate,DOI:10.1021/acs.molpharmaceut.4c01245.s001,,10.1021/acs.molpharmaceut.4c01245.s001,Ceramide Profiling of Porcine Skin and Systematic Investigation of the Impact of Sorbitan Esters (SEs) on the Barrier Function of the Skin,,2025-03-11,component,crossref,6,animal,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
leuconostoc_radish_root_ferment_filtrate,DOI:10.3390/jcm10112502,,10.3390/jcm10112502,"Daily Fluctuation of Facial Pore Area, Roughness and Redness among Young Japanese Women; Beneficial Effects of Galactomyces Ferment Filtrate Containing Antioxidative Skin Care Formula",Journal of Clinical Medicine,2021-06-05,journal-article,crossref,4,human_topical_observational_or_use_test,unconfirmed,combination_or_formulation,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
leuconostoc_radish_root_ferment_filtrate,DOI:10.3390/jcm12031168,,10.3390/jcm12031168,"Significant Reversal of Facial Wrinkle, Pigmented Spot and Roughness by Daily Application of Galactomyces Ferment Filtrate-Containing Skin Products for 12 Months—An 11-Year Longitudinal Skin Aging Rejuvenation Study",Journal of Clinical Medicine,2023-02-01,journal-article,crossref,4,human_topical_observational_or_use_test,unconfirmed,combination_or_formulation,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
leuconostoc_radish_root_ferment_filtrate,DOI:10.1016/j.jaad.2024.07.716,,10.1016/j.jaad.2024.07.716,"53323 Development of a Convenient Skin Optical Imaging, called Skin Interconnectivity Measurement, Estimating Keratinocyte Cellular Morphology by Skin Aging, and the Evaluation of a Skin Care Formula containing Galactomyces Ferment Filtrate (Pitera)",Journal of the American Academy of Dermatology,2024-09,journal-article,crossref,7,in_vitro,unconfirmed,combination_or_formulation,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
stearyl_alcohol,PMID:2145129,2145129,10.1111/j.1600-0536.1990.tb03225.x,Prevalence and sources of sensitization to emulsifiers: a clinical study.,Contact dermatitis,1990-Aug,Journal Article,pubmed,4,human_topical_observational_or_use_test,abstract_exact,human_topical,abstract_insufficient,abstract_insufficient,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
stearyl_alcohol,PMID:36855538,36855538,10.2147/ijn.s400610,Development and Optimization of Imiquimod-Loaded Nanostructured Lipid Carriers Using a Hybrid Design of Experiments Approach.,International journal of nanomedicine,2023-02-22,Journal Article,pubmed,4,human_topical_observational_or_use_test,abstract_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
stearyl_alcohol,PMID:18058303,18058303,10.1080/15569520701555383,Comedogenicity in rabbit: some cosmetic ingredients/vehicles.,Cutaneous and ocular toxicology,2007,Journal Article,pubmed,6,animal,abstract_exact,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
ammonium_acryloyldimethyltaurate_vp_copolymer,DOI:10.1111/exd.70075,,10.1111/exd.70075,A Novel Ammonium Carboxylate Salt of Undecylenic Acid for the Topical Treatment of Gram‐Positive and Antibiotic‐Resistant Skin Infections,Experimental Dermatology,2025-03,journal-article,crossref,6,animal,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
ammonium_acryloyldimethyltaurate_vp_copolymer,DOI:10.3390/ma13245634,,10.3390/ma13245634,Antibody CD133 Biofunctionalization of Ammonium Acryloyldimethyltaurate and Vinylpyrrolidone Co-Polymer-Based Coating of the Vascular Implants,Materials,2020-12-10,journal-article,crossref,7,in_vitro,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
ammonium_acryloyldimethyltaurate_vp_copolymer,DOI:10.1159/000072067,,10.1159/000072067,Topical Vaccination of DNA Antigens: Topical Delivery of DNA Antigens,Skin Pharmacology and Physiology,2003,journal-article,crossref,8,review_or_reference,unconfirmed,reference_only,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
synthetic_wax,DOI:10.1039/c6ra24424f,,10.1039/c6ra24424f,Synthetic lipopeptides as potential topical therapeutics in wound and skin care: in vitro studies of permeation and skin cells behaviour,RSC Advances,2016,journal-article,crossref,7,in_vitro,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
synthetic_wax,DOI:10.58837/chula.the.2012.1009,,10.58837/chula.the.2012.1009,Separation of synthetic wax components by Temperature Rising Elution Fractionation (TREF),,2025-03-18,dissertation,crossref,8,review_or_reference,title_exact,reference_only,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
synthetic_wax,DOI:10.1002/9783527807758.ch11,,10.1002/9783527807758.ch11,Sugarcane Wax,Natural and Synthetic Waxes,2022-12-12,other,crossref,8,review_or_reference,unconfirmed,reference_only,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
sodium_lactate,PMID:42289724,42289724,10.1186/s13072-026-00683-0,Role of LDHA in senescent fibroblast exosomes promoting ferroptosis via histone lactylation-mediated ACSL4 regulation in skin photoaging.,Epigenetics & chromatin,2026-06-14,Journal Article,pubmed,6,animal,abstract_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
sodium_lactate,DOI:10.20944/preprints202501.0431.v1,,10.20944/preprints202501.0431.v1,"Skin Antiaging and Skin Health Benefits of Probiotics Intake Combined with Topical Ectoin and Sodium Hyaluronate: A Randomized, Double-Blind, Placebo-Controlled Trial",,2025-01-06,posted-content,crossref,2,human_topical_rct,unconfirmed,combination_or_formulation,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
sodium_lactate,PMID:30237745,30237745,10.2147/mder.s167078,In vitro study of RRS® Silisorg CE Class III medical device composed of silanol: effect on human skin fibroblasts and its clinical use.,"Medical devices (Auckland, N.Z.)",2018-09-07,Journal Article,pubmed,7,in_vitro,abstract_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
persea_gratissima_avocado_oil,DOI:10.12928/pharmaciana.v16i1.31344,,10.12928/pharmaciana.v16i1.31344,Cleansing oil formulations using avocado oil (Persea americana) with identification and antioxidant test on oil,Pharmaciana,2026-04-16,journal-article,crossref,8,review_or_reference,unconfirmed,reference_only,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
persea_gratissima_avocado_oil,DOI:10.14293/pr2199.000845.v1,,10.14293/pr2199.000845.v1,Extraction and Characterization of oil from Avocado Pear Seed (Persea Americana) and African Pear Seed (Dacryodes Edulis),,2024-05-02,posted-content,crossref,8,review_or_reference,unconfirmed,reference_only,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
persea_gratissima_avocado_oil,DOI:10.31221/osf.io/247t8,,10.31221/osf.io/247t8,"Determination of oil and biodiesel content, physicochemical properties of the oil extracted from avocado seed (Persea Americana) grown in Wonago and Dilla (Gedeo zone), Southern Ethiopia",,2019-05-01,posted-content,crossref,8,review_or_reference,unconfirmed,reference_only,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
methylpropanediol,PMID:28421670,28421670,10.1111/cod.12787,"An epidemic of allergic contact dermatitis caused by a new allergen, caprylhydroxamic acid, in moisturizers.",Contact dermatitis,2017-04-19,Journal Article,pubmed,4,human_topical_observational_or_use_test,abstract_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
methylpropanediol,DOI:10.70675/b6ae10d8z5202z41e1z9d8cz96bfc99f41e0,,10.70675/b6ae10d8z5202z41e1z9d8cz96bfc99f41e0,Comparison of topical quercetin nanoformulations for skin protection,,2026-04-01,dissertation,crossref,7,in_vitro,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
methylpropanediol,DOI:10.1159/000072067,,10.1159/000072067,Topical Vaccination of DNA Antigens: Topical Delivery of DNA Antigens,Skin Pharmacology and Physiology,2003,journal-article,crossref,8,review_or_reference,unconfirmed,reference_only,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
serine,DOI:10.1101/2025.04.25.650588,,10.1101/2025.04.25.650588,Metabolic Origins of Neurotoxic 1-deoxySphingolipids in Type 2 Diabetes,,2025-04-28,Preprint,europe_pmc,8,review_or_reference,abstract_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
serine,DOI:10.1101/2025.01.14.24319713,,10.1101/2025.01.14.24319713,Dsp S311A knock-in mice replicate the clinical-pathological features of dominant and recessive forms of Desmoplakin-related cardiomyopathies,,2025-01-20,Preprint,europe_pmc,6,animal,abstract_exact,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
serine,PMID:23331681,23331681,10.1111/j.1365-3164.2012.01090.x,The stratum corneum: the rampart of the mammalian body.,Veterinary dermatology,2013-Feb,Journal Article; Review,pubmed,8,review_or_reference,abstract_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
dehydroacetic_acid,PMID:36849039,36849039,10.1016/j.ijpharm.2023.122781,Cosmeceutical formulations of pro-vitamin E phosphate: In-vitro release testing and dermal penetration into excised human skin.,International journal of pharmaceutics,2023-02-26,Journal Article,pubmed,8,review_or_reference,abstract_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
dehydroacetic_acid,DOI:10.29199/derm.101015,,10.29199/derm.101015,Enhanced Topical Uptake of Ascorbic Acid in Fractional Photothermolysis-treated ex vivo human skin,"Journal of Dermatologic Surgery, Research and Therapy",2018-11-10,journal-article,crossref,5,ex_vivo_or_artificial_skin,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
dehydroacetic_acid,DOI:10.1159/000211162,,10.1159/000211162,Embryotoxicity and Teratogenicity of Topical Retinoic Acid,Skin Pharmacology,2009-03-31,journal-article,crossref,6,animal,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
lauroyl_lysine,DOI:10.70675/b6ae10d8z5202z41e1z9d8cz96bfc99f41e0,,10.70675/b6ae10d8z5202z41e1z9d8cz96bfc99f41e0,Comparison of topical quercetin nanoformulations for skin protection,,2026-04-01,dissertation,crossref,7,in_vitro,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
lauroyl_lysine,DOI:10.18174/635406,,10.18174/635406,In vitro skin irritation test with copper chelate of lysine using a human skin model,,2023,report,crossref,7,in_vitro,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
lauroyl_lysine,DOI:10.18174/635407,,10.18174/635407,In vitro skin irritation test with iron chelate of lysine using a human skin model,,2023,report,crossref,7,in_vitro,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
ascorbyl_palmitate,PMID:16259122,16259122,,Skin moisturizing effect and skin penetration of ascorbyl palmitate entrapped in solid lipid nanoparticles (SLN) and nanostructured lipid carriers (NLC) incorporated into hydrogel.,Die Pharmazie,2005-Oct,"Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't",pubmed,3,human_topical_clinical,title_exact,human_topical,abstract_insufficient,abstract_insufficient,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
ascorbyl_palmitate,PMID:27756097,27756097,10.1055/s-0042-118171,Assessment of Combined Ascorbyl Palmitate (AP) and Sodium Ascorbyl Phosphate (SAP) on Facial Skin Sebum Control in Female Healthy Volunteers.,Drug research,2016-10-18,Controlled Clinical Trial; Journal Article,crossref|pubmed,3,human_topical_clinical,title_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
ascorbyl_palmitate,PMID:36986679,36986679,10.3390/pharmaceutics15030813,Derivatives of L-Ascorbic Acid in Emulgel: Development and Comprehensive Evaluation of the Topical Delivery System.,Pharmaceutics,2023-03-02,Journal Article,pubmed,3,human_topical_clinical,unconfirmed,human_topical,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
behenyl_alcohol,DOI:10.3109/10915818809023137,,10.3109/10915818809023137,"5 Final Report on the Safety Assessment of Cetearyl Alcohol, Cetyl Alcohol, Isostearyl Alcohol, Myristyl Alcohol, and Behenyl Alcohol",Journal of the American College of Toxicology,1988-05,journal-article,crossref,6,animal,title_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
behenyl_alcohol,DOI:10.1002/jps.10467,,10.1002/jps.10467,Disposition of Benzyl Alcohol After Topical Application to Human Skin in vitro,Journal of Pharmaceutical Sciences,2003-10,journal-article,crossref,7,in_vitro,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
behenyl_alcohol,PMID:27614102,27614102,10.1111/ics.12366,The rational design of biomimetic skin barrier lipid formulations using biophysical methods.,International journal of cosmetic science,2016-11-04,Journal Article,pubmed,8,review_or_reference,abstract_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
centella_asiatica_extract,DOI:10.58860/ijsh.v4i7.320,,10.58860/ijsh.v4i7.320,"Effectiveness of Topical Centella Asiatica Extract on Xerosis Cutis in Geriatrics (a Transepidermal Water Loss (TEWL), Skin pH, and Overall Dry Skin Score (ODS) Study)",International Journal of Social Health,2025-07-25,journal-article,crossref,2,human_topical_rct,title_exact,human_topical,score_candidate_positive,score_candidate_positive,effect_moisture_barrier,,positive,Y,N,not_checked,"This study aims to prove the effectiveness of topical Centella asiatica extract in reducing TEWL values, skin pH values, and ODS scores in xerosis cutis in geriatrics. || Statistical test results showed that the decrease in TEWL values, skin pH and ODS scores by topical Centella asiatica extract on the right and left lower legs was significantly lower than topical petrolatum with p",machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
centella_asiatica_extract,PMID:30310413,30310413,10.1155/2018/9525624,"A Prospective Randomized, Controlled, Double-Blind Trial of the Efficacy Using Centella Cream for Scar Improvement.",Evidence-based complementary and alternative medicine : eCAM,2018-09-17,Journal Article,pubmed,2,human_topical_rct,abstract_exact,human_topical,abstract_insufficient,abstract_insufficient,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
centella_asiatica_extract,PMID:10796111,10796111,10.1002/14651858.cd000066,Creams for preventing stretch marks in pregnancy.,The Cochrane database of systematic reviews,2000,Journal Article; Systematic Review,pubmed,1,human_topical_systematic_review,abstract_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
sorbic_acid,PMID:9835958,9835958,,[Contact sensitization in leg ulcers].,Annales de dermatologie et de venereologie,1998-Oct,Comparative Study; English Abstract; Journal Article,pubmed,3,human_topical_clinical,abstract_exact,human_topical,abstract_insufficient,abstract_insufficient,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
